algorithm,numbins,numitems,bitsperitem,instance_id,diff,runtime
complete-karmarkar-karp,2,12,32,2,112292.0,0.011839300000019648
complete-karmarkar-karp,2,12,32,3,7284858.0,0.02270549999980176
complete-karmarkar-karp,2,12,32,4,13059489.0,0.018452499999966676
complete-karmarkar-karp,2,12,32,5,2488560.0,0.020667200000161756
complete-karmarkar-karp,2,12,32,6,4972182.0,0.019700699999930293
complete-karmarkar-karp,2,12,32,7,24201373.0,0.022837000000208718
complete-karmarkar-karp,2,12,32,8,8740274.0,0.02565760000015871
complete-karmarkar-karp,2,12,32,9,3004989.0,0.02961449999997967
complete-karmarkar-karp,2,12,48,0,346274700027.0,0.034761699999990014
complete-karmarkar-karp,2,12,48,1,160780227609.0,0.01761850000002596
complete-karmarkar-karp,2,12,48,2,360557710625.0,0.025136999999858745
complete-karmarkar-karp,2,12,48,3,437270725305.0,0.03235799999993105
complete-karmarkar-karp,2,12,48,4,783861785755.0,0.026893999999856533
complete-karmarkar-karp,2,12,48,5,567314269734.0,0.03369569999995292
complete-karmarkar-karp,2,12,48,6,74168737541.0,0.029221899999811285
complete-karmarkar-karp,2,12,48,7,187644794917.0,0.028617899999971996
complete-karmarkar-karp,2,12,48,8,1293905804702.0,0.015912300000081814
complete-karmarkar-karp,2,12,48,9,86365992324.0,0.029813999999987573
complete-karmarkar-karp,2,14,16,0,1.0,0.0712057000000641
complete-karmarkar-karp,2,14,16,1,6.0,0.1254316000001836
complete-karmarkar-karp,2,14,16,2,11.0,0.11028479999981755
complete-karmarkar-karp,2,14,16,3,19.0,0.06097399999998743
complete-karmarkar-karp,2,14,16,4,13.0,0.11078040000006695
complete-karmarkar-karp,2,14,16,5,17.0,0.11648239999999532
complete-karmarkar-karp,2,14,16,6,6.0,0.09784220000005917
complete-karmarkar-karp,2,14,16,7,46.0,0.05905680000000757
complete-karmarkar-karp,2,14,16,8,20.0,0.07387149999999565
complete-karmarkar-karp,2,14,16,9,35.0,0.06778899999994792
complete-karmarkar-karp,2,14,24,0,3694.0,0.09538029999998798
complete-karmarkar-karp,2,14,24,1,3104.0,0.10502469999983077
complete-karmarkar-karp,2,14,24,2,1699.0,0.06239240000013524
complete-karmarkar-karp,2,14,24,3,13430.0,0.11124670000003789
complete-karmarkar-karp,2,14,24,4,5515.0,0.10447470000008252
complete-karmarkar-karp,2,14,24,5,768.0,0.07805950000010853
complete-karmarkar-karp,2,14,24,6,1028.0,0.08301120000010087
complete-karmarkar-karp,2,14,24,7,4442.0,0.07242670000005091
complete-karmarkar-karp,2,14,24,8,595.0,0.06515049999984512
complete-karmarkar-karp,2,14,24,9,2641.0,0.0640346000000136
complete-karmarkar-karp,2,14,32,0,3147792.0,0.16066369999998642
complete-karmarkar-karp,2,14,32,1,359564.0,0.08499899999992522
complete-karmarkar-karp,2,14,32,2,915832.0,0.11593680000009954
complete-karmarkar-karp,2,14,32,3,131378.0,0.08528780000006009
complete-karmarkar-karp,2,14,32,4,345326.0,0.06134460000021136
complete-karmarkar-karp,2,14,32,5,522024.0,0.08912099999997736
complete-karmarkar-karp,2,14,32,6,3405920.0,0.1404078999999001
complete-karmarkar-karp,2,14,32,7,322659.0,0.12531089999993128
complete-karmarkar-karp,2,14,32,8,2422838.0,0.037169800000128816
complete-karmarkar-karp,2,14,32,9,1437605.0,0.06463239999993675
complete-karmarkar-karp,2,14,48,0,14317155561.0,0.0911330999999791
complete-karmarkar-karp,2,14,48,1,10806249733.0,0.07245149999994283
complete-karmarkar-karp,2,14,48,2,11609721935.0,0.11708780000003571
complete-karmarkar-karp,2,14,48,3,179589497862.0,0.13097430000016175
complete-karmarkar-karp,2,14,48,4,5759005538.0,0.08212180000009539
complete-karmarkar-karp,2,14,48,5,370968189674.0,0.06467659999998432
complete-karmarkar-karp,2,14,48,6,163640960379.0,0.11696890000007443
complete-karmarkar-karp,2,14,48,7,4870377732.0,0.12878750000004402
complete-karmarkar-karp,2,14,48,8,54383278524.0,0.11242609999999331
complete-karmarkar-karp,2,14,48,9,3603592580.0,0.11345080000000962
complete-karmarkar-karp,2,16,16,0,4.0,0.19924399999990783
complete-karmarkar-karp,2,16,16,1,1.0,0.3385359999999764
complete-karmarkar-karp,2,16,16,2,1.0,0.22938010000007125
complete-karmarkar-karp,2,16,16,3,0.0,0.003402200000209632
complete-karmarkar-karp,2,16,16,4,11.0,0.4338756000001922
complete-karmarkar-karp,2,16,16,5,1.0,0.40805169999998725
complete-karmarkar-karp,2,16,16,6,0.0,0.24785190000011426
complete-karmarkar-karp,2,16,16,7,5.0,0.27460739999992256
complete-karmarkar-karp,2,16,16,8,9.0,0.33981340000013915
complete-karmarkar-karp,2,16,16,9,6.0,0.27126719999978377
complete-karmarkar-karp,2,16,24,0,13.0,0.2233382999997957
complete-karmarkar-karp,2,16,24,1,457.0,0.20639310000001387
complete-karmarkar-karp,2,16,24,2,842.0,0.1466731999998956
complete-karmarkar-karp,2,16,24,3,1911.0,0.1424369999999726
complete-karmarkar-karp,2,16,24,4,358.0,0.26931070000000545
complete-karmarkar-karp,2,16,24,5,802.0,0.15943270000002485
complete-karmarkar-karp,2,16,24,6,1844.0,0.2983884999998736
complete-karmarkar-karp,2,16,24,7,192.0,0.2677952000001369
complete-karmarkar-karp,2,16,24,8,1035.0,0.3722101000000748
complete-karmarkar-karp,2,16,24,9,1962.0,0.28834520000009434
complete-karmarkar-karp,2,16,32,0,145757.0,0.364792800000032
complete-karmarkar-karp,2,16,32,1,357175.0,0.3246787000000495
complete-karmarkar-karp,2,16,32,2,89595.0,0.3602132999999412
complete-karmarkar-karp,2,16,32,3,41706.0,0.2578575000000001
complete-karmarkar-karp,2,16,32,4,449629.0,0.3713620999999421
complete-karmarkar-karp,2,16,32,5,176506.0,0.42376070000000254
complete-karmarkar-karp,2,16,32,6,199610.0,0.2708205999999791
complete-karmarkar-karp,2,16,32,7,442854.0,0.2880959999999959
complete-karmarkar-karp,2,16,32,8,106243.0,0.427425600000106
complete-karmarkar-karp,2,16,32,9,422057.0,0.8011033000000225
complete-karmarkar-karp,2,16,48,0,528689597.0,0.44639200000005985
complete-karmarkar-karp,2,16,48,1,42345553586.0,0.49024469999994835
complete-karmarkar-karp,2,16,48,2,7777907304.0,0.25639360000013767
complete-karmarkar-karp,2,16,48,3,922965331.0,0.33391770000002907
complete-karmarkar-karp,2,16,48,4,10731544310.0,0.4379233999998178
complete-karmarkar-karp,2,16,48,5,7574665319.0,0.27290679999987333
complete-karmarkar-karp,2,16,48,6,25217110512.0,0.4308845000000474
complete-karmarkar-karp,2,16,48,7,74551431778.0,0.4968503000000055
complete-karmarkar-karp,2,16,48,8,4168499951.0,0.520208700000012
complete-karmarkar-karp,2,16,48,9,4077363164.0,0.3173912999998265
complete-karmarkar-karp,2,18,16,0,1.0,1.466749400000026
complete-karmarkar-karp,2,18,16,1,0.0,0.18319309999992583
complete-karmarkar-karp,2,18,16,2,4.0,0.9023467000001801
complete-karmarkar-karp,2,18,16,3,1.0,2.347055500000124
complete-karmarkar-karp,2,18,16,4,0.0,0.4404147999998713
complete-karmarkar-karp,2,18,16,5,2.0,1.1066039999998338
complete-karmarkar-karp,2,18,16,6,1.0,1.3889738000000307
complete-karmarkar-karp,2,18,16,7,3.0,1.0970012999998744
complete-karmarkar-karp,2,18,16,8,1.0,1.1856381999998575
complete-karmarkar-karp,2,18,16,9,3.0,0.8402814000000944
complete-karmarkar-karp,2,18,24,0,153.0,0.9707140000000436
complete-karmarkar-karp,2,18,24,1,122.0,1.1299267000001691
complete-karmarkar-karp,2,18,24,2,25.0,1.4927827999999863
complete-karmarkar-karp,2,18,24,3,364.0,1.403605700000071
complete-karmarkar-karp,2,18,24,4,224.0,0.9185156999999435
complete-karmarkar-karp,2,18,24,5,190.0,1.1973480999999992
complete-karmarkar-karp,2,18,24,6,73.0,1.102988200000027
complete-karmarkar-karp,2,18,24,7,39.0,0.8281945000001087
complete-karmarkar-karp,2,18,24,8,312.0,0.9819990999999391
complete-karmarkar-karp,2,18,24,9,18.0,1.1298973000000387
complete-karmarkar-karp,2,18,32,0,247384.0,0.8983356999999614
complete-karmarkar-karp,2,18,32,1,14930.0,1.227107500000102
complete-karmarkar-karp,2,18,32,2,366679.0,1.0171020000000226
complete-karmarkar-karp,2,18,32,3,353318.0,1.0491431000000375
complete-karmarkar-karp,2,18,32,4,89325.0,1.7071476000000985
complete-karmarkar-karp,2,18,32,5,57907.0,1.2902731000001495
complete-karmarkar-karp,2,18,32,6,23527.0,0.875652700000046
complete-karmarkar-karp,2,18,32,7,140288.0,1.3398036999999476
complete-karmarkar-karp,2,18,32,8,22317.0,1.4992095999998583
complete-karmarkar-karp,2,18,32,9,534927.0,0.8829216000001452
complete-karmarkar-karp,2,18,48,0,5222200013.0,1.1630711999998766
complete-karmarkar-karp,2,18,48,1,29773291347.0,1.3733861000000616
complete-karmarkar-karp,2,18,48,2,15688888995.0,1.6397452999999587
complete-karmarkar-karp,2,18,48,3,3489686913.0,0.701540100000102
complete-karmarkar-karp,2,18,48,4,3513389907.0,0.813761999999997
complete-karmarkar-karp,2,18,48,5,2649951315.0,1.2897836999998162
complete-karmarkar-karp,2,18,48,6,4105404519.0,1.4502959999999803
complete-karmarkar-karp,2,18,48,7,2205960959.0,1.1209361000001081
complete-karmarkar-karp,2,18,48,8,1528239978.0,1.3908237999999074
complete-karmarkar-karp,2,18,48,9,4011313839.0,1.4319295000000238
complete-karmarkar-karp,2,20,16,0,1.0,4.916803399999935
complete-karmarkar-karp,2,20,16,1,0.0,0.10311240000010002
complete-karmarkar-karp,2,20,16,2,1.0,7.916258399999833
complete-karmarkar-karp,2,20,16,3,0.0,0.09841089999986252
complete-karmarkar-karp,2,20,16,4,1.0,4.656918899999937
complete-karmarkar-karp,2,20,16,5,0.0,1.9571085999998559
complete-karmarkar-karp,2,20,16,6,0.0,4.370810299999903
complete-karmarkar-karp,2,20,16,7,0.0,2.1613351999999395
complete-karmarkar-karp,2,20,16,8,0.0,0.015202399999907357
complete-karmarkar-karp,2,20,16,9,0.0,1.8326686000000336
complete-karmarkar-karp,2,20,24,0,30.0,2.605342500000006
complete-karmarkar-karp,2,20,24,1,1.0,5.3732138000000305
complete-karmarkar-karp,2,20,24,2,132.0,5.60762069999987
complete-karmarkar-karp,2,20,24,3,213.0,5.16344939999999
complete-karmarkar-karp,2,20,24,4,96.0,5.455490999999938
complete-karmarkar-karp,2,20,24,5,45.0,5.064787099999876
complete-karmarkar-karp,2,20,24,6,435.0,3.0010419000000184
complete-karmarkar-karp,2,20,24,7,87.0,3.443547800000033
complete-karmarkar-karp,2,20,24,8,72.0,5.1603333000000475
complete-karmarkar-karp,2,20,24,9,162.0,3.241832400000021
complete-karmarkar-karp,2,20,32,0,97607.0,4.905035600000019
complete-karmarkar-karp,2,20,32,1,33542.0,3.078731699999935
complete-karmarkar-karp,2,20,32,2,2480.0,3.482137800000146
complete-karmarkar-karp,2,20,32,3,8361.0,6.106859499999928
complete-karmarkar-karp,2,20,32,4,27140.0,2.2222093000000314
complete-karmarkar-karp,2,20,32,5,33501.0,3.1532190000000355
complete-karmarkar-karp,2,20,32,6,46593.0,5.193270499999926
complete-karmarkar-karp,2,20,32,7,38770.0,4.470563099999936
complete-karmarkar-karp,2,20,32,8,33957.0,3.0034831000000395
complete-karmarkar-karp,2,20,32,9,91566.0,3.7598215000000437
complete-karmarkar-karp,2,20,48,0,833356931.0,5.933342100000118
complete-karmarkar-karp,2,20,48,1,152667944.0,3.3107378000001972
complete-karmarkar-karp,2,20,48,2,499883734.0,6.154442199999949
complete-karmarkar-karp,2,20,48,3,622195487.0,5.830108500000051
complete-karmarkar-karp,2,20,48,4,413618754.0,3.576213300000063
complete-karmarkar-karp,2,20,48,5,129948177.0,5.969663200000014
complete-karmarkar-karp,2,20,48,6,14659226948.0,6.01285259999986
complete-karmarkar-karp,2,20,48,7,228041417.0,2.457865399999946
complete-karmarkar-karp,2,20,48,8,2839022725.0,5.596680200000037
complete-karmarkar-karp,2,20,48,9,407001399.0,1.869644899999912
complete-karmarkar-karp,2,22,16,0,1.0,14.589661400000068
complete-karmarkar-karp,2,22,16,1,0.0,0.8485933999997997
complete-karmarkar-karp,2,22,16,2,1.0,20.13340459999995
complete-karmarkar-karp,2,22,16,3,1.0,15.39625500000011
complete-karmarkar-karp,2,22,16,4,1.0,20.93620839999994
complete-karmarkar-karp,2,22,16,5,1.0,6.30729620000011
complete-karmarkar-karp,2,22,16,6,1.0,18.254990200000066
complete-karmarkar-karp,2,22,16,7,1.0,12.428969300000063
complete-karmarkar-karp,2,22,16,8,1.0,18.351733800000147
complete-karmarkar-karp,2,22,16,9,0.0,3.3306764999999814
complete-karmarkar-karp,2,22,24,0,0.0,10.456233299999894
complete-karmarkar-karp,2,22,24,1,55.0,19.228720700000167
complete-karmarkar-karp,2,22,24,2,3.0,20.245899199999712
