algorithm,numbins,numitems,bitsperitem,instance_id,diff,runtime
complete-greedy,6,14,10,8,196.0,0.0071392999998352025
complete-greedy,6,14,10,9,44.0,0.013187200000174926
complete-greedy,6,14,12,0,236.0,0.06225529999937862
complete-greedy,6,14,12,1,1868.0,0.030486399999062996
complete-greedy,6,14,12,2,901.0,0.009398500000315835
complete-greedy,6,14,12,3,489.0,0.009156999998594983
complete-greedy,6,14,12,4,313.0,0.006738599999152939
complete-greedy,6,14,12,5,366.0,0.006242499999643769
complete-greedy,6,14,12,6,898.0,0.006248600000617444
complete-greedy,6,14,12,7,229.0,0.06486890000087442
complete-greedy,6,14,12,8,249.0,0.007123000001229229
complete-greedy,6,14,12,9,625.0,0.027610000001004664
complete-greedy,6,14,16,0,3475.0,0.01399440000022878
complete-greedy,6,14,16,1,7121.0,0.03343499999937194
complete-greedy,6,14,16,2,8569.0,0.01540239999849291
complete-greedy,6,14,16,3,8632.0,0.012963999999556108
complete-greedy,6,14,16,4,3557.0,0.037270599999828846
complete-greedy,6,14,16,5,17523.0,0.0057703999991645105
complete-greedy,6,14,16,6,23802.0,0.006325000000288128
complete-greedy,6,14,16,7,11903.0,0.41922559999875375
complete-greedy,6,14,16,8,2258.0,0.1194921999995131
complete-greedy,6,14,16,9,11888.0,0.026581899999655434
complete-greedy,6,16,8,0,11.0,0.08174680000047374
complete-greedy,6,16,8,1,51.0,0.031650400000216905
complete-greedy,6,16,8,2,8.0,0.507458800000677
complete-greedy,6,16,8,3,12.0,0.0468669999991107
complete-greedy,6,16,8,4,13.0,0.040943500000139466
complete-greedy,6,16,8,5,10.0,0.04317649999939022
complete-greedy,6,16,8,6,10.0,0.012243499999385676
complete-greedy,6,16,8,7,7.0,0.03376200000093377
complete-greedy,6,16,8,8,11.0,0.21132070000021486
complete-greedy,6,16,8,9,23.0,0.24421299999994517
complete-greedy,6,16,10,0,142.0,0.20073130000128003
complete-greedy,6,16,10,1,19.0,0.043414900001153
complete-greedy,6,16,10,2,132.0,0.016274400000838796
complete-greedy,6,16,10,3,45.0,0.039980800000193994
complete-greedy,6,16,10,4,324.0,0.007273300001543248
complete-greedy,6,16,10,5,19.0,0.018221799999082577
complete-greedy,6,16,10,6,28.0,0.08112360000086483
complete-greedy,6,16,10,7,53.0,0.4571335000000545
complete-greedy,6,16,10,8,135.0,0.017334299998765346
complete-greedy,6,16,10,9,69.0,1.443070200000875
complete-greedy,6,16,12,0,91.0,0.4121664999984205
complete-greedy,6,16,12,1,146.0,0.14892610000060813
complete-greedy,6,16,12,2,258.0,0.3698813999999402
complete-greedy,6,16,12,3,236.0,0.043512800000826246
complete-greedy,6,16,12,4,55.0,0.25462399999923946
complete-greedy,6,16,12,5,391.0,0.029845499999282765
complete-greedy,6,16,12,6,123.0,0.0707633000001806
complete-greedy,6,16,12,7,87.0,0.02685380000002624
complete-greedy,6,16,12,8,184.0,0.024530299999241834
complete-greedy,6,16,12,9,241.0,0.07779130000017176
complete-greedy,6,16,16,0,1837.0,0.006933799999387702
complete-greedy,6,16,16,1,11962.0,0.010450200001287158
complete-greedy,6,16,16,2,5149.0,0.07620500000120956
complete-greedy,6,16,16,3,1526.0,0.046295799998915754
complete-greedy,6,16,16,4,1043.0,1.443741900000532
complete-greedy,6,16,16,5,3473.0,0.008164099999703467
complete-greedy,6,16,16,6,3061.0,0.028700799999569426
complete-greedy,6,16,16,7,3579.0,0.021587000001090928
complete-greedy,6,16,16,8,1611.0,0.06022049999955925
complete-greedy,6,16,16,9,777.0,0.03650249999918742
complete-greedy,6,18,8,0,5.0,0.63739539999915
complete-greedy,6,18,8,1,3.0,7.337800599998445
complete-greedy,6,18,8,2,17.0,3.0195662999994966
complete-greedy,6,18,8,3,4.0,0.983279299998685
complete-greedy,6,18,8,4,2.0,0.5256362000000081
complete-greedy,6,18,8,5,4.0,0.3067766999993182
complete-greedy,6,18,8,6,4.0,0.012988700000278186
complete-greedy,6,18,8,7,3.0,0.1247960000000603
complete-greedy,6,18,8,8,3.0,0.5345653999993374
complete-greedy,6,18,8,9,6.0,0.06238130000019737
complete-greedy,6,18,10,0,14.0,0.32754670000031183
complete-greedy,6,18,10,1,22.0,1.9934463999998115
complete-greedy,6,18,10,2,14.0,0.11952190000010887
complete-greedy,6,18,10,3,49.0,4.313507499999105
complete-greedy,6,18,10,4,12.0,2.4520637999994506
complete-greedy,6,18,10,5,13.0,0.13844869999957155
complete-greedy,6,18,10,6,47.0,1.3290484000008291
complete-greedy,6,18,10,7,52.0,4.033041300001059
complete-greedy,6,18,10,8,16.0,0.1933229999995092
complete-greedy,6,18,10,9,16.0,1.0361668999994436
complete-greedy,6,18,12,0,56.0,0.03338930000063556
complete-greedy,6,18,12,1,58.0,0.2116312000016478
complete-greedy,6,18,12,2,112.0,0.029409300001134397
complete-greedy,6,18,12,3,97.0,0.2392641000005824
complete-greedy,6,18,12,4,99.0,0.031393999999636435
complete-greedy,6,18,12,5,77.0,2.091800800000783
complete-greedy,6,18,12,6,102.0,0.058017600000312086
complete-greedy,6,18,12,7,31.0,0.010960999999952037
complete-greedy,6,18,12,8,56.0,0.38010770000073535
complete-greedy,6,18,12,9,96.0,8.329526999999871
complete-greedy,6,18,16,0,1363.0,0.05234250000103202
complete-greedy,6,18,16,1,1031.0,1.0463658000007854
complete-greedy,6,20,8,0,3.0,1.3150239999995392
complete-greedy,6,20,8,1,38.0,0.09756209999977727
complete-greedy,6,20,10,0,7.0,243.69318019999992
complete-greedy,6,22,8,0,2.0,28.537231899999824
complete-greedy,6,22,8,1,2.0,29.944189100000585
complete-greedy,6,24,8,0,2.0,1234.8443844000012
sequential-number-partitioning,3,10,8,0,3.0,0.006312199999229051
sequential-number-partitioning,3,10,8,1,7.0,0.003930999999283813
sequential-number-partitioning,3,10,8,2,5.0,0.0026895999999396736
sequential-number-partitioning,3,10,8,3,8.0,0.006543499999679625
sequential-number-partitioning,3,10,8,4,8.0,0.00646960000085528
sequential-number-partitioning,3,10,8,5,3.0,0.00940219999938563
sequential-number-partitioning,3,10,8,6,2.0,0.005343599999832804
sequential-number-partitioning,3,10,8,7,0.0,0.0025960000002669403
sequential-number-partitioning,3,10,8,8,11.0,0.004895000000033178
sequential-number-partitioning,3,10,8,9,21.0,0.008856799999193754
sequential-number-partitioning,3,10,10,0,14.0,0.0029103999986546114
sequential-number-partitioning,3,10,10,1,37.0,0.003723200001331861
sequential-number-partitioning,3,10,10,2,37.0,0.005329100000381004
sequential-number-partitioning,3,10,10,3,57.0,0.006996799998887582
sequential-number-partitioning,3,10,10,4,56.0,0.007800899998983368
sequential-number-partitioning,3,10,10,5,8.0,0.0025568000000930624
sequential-number-partitioning,3,10,10,6,29.0,0.005952199999228469
sequential-number-partitioning,3,10,10,7,50.0,0.007795000001351582
sequential-number-partitioning,3,10,10,8,32.0,0.008081399999355199
sequential-number-partitioning,3,10,10,9,17.0,0.0059297999996488215
sequential-number-partitioning,3,10,12,0,1220.0,0.0646324999997887
sequential-number-partitioning,3,10,12,1,42.0,0.0023199999995995313
sequential-number-partitioning,3,10,12,2,355.0,0.0095326999999088
sequential-number-partitioning,3,10,12,3,60.0,0.003547600001184037
sequential-number-partitioning,3,10,12,4,66.0,0.004047300000820542
sequential-number-partitioning,3,10,12,5,122.0,0.005228199999692151
sequential-number-partitioning,3,10,12,6,183.0,0.007852099999581696
sequential-number-partitioning,3,10,12,7,58.0,0.006560800000443123
sequential-number-partitioning,3,10,12,8,15.0,0.00742540000101144
sequential-number-partitioning,3,10,12,9,254.0,0.007593700000143144
sequential-number-partitioning,3,10,16,0,6195.0,0.008600399998613284
sequential-number-partitioning,3,10,16,1,6350.0,0.017619199999899138
sequential-number-partitioning,3,10,16,2,1152.0,0.003867999999783933
sequential-number-partitioning,3,10,16,3,2325.0,0.006216800000402145
sequential-number-partitioning,3,10,16,4,3834.0,0.006163899999592104
sequential-number-partitioning,3,10,16,5,1408.0,0.010551000001214561
sequential-number-partitioning,3,10,16,6,1401.0,0.006021600000167382
sequential-number-partitioning,3,10,16,7,854.0,0.01074990000051912
sequential-number-partitioning,3,10,16,8,1117.0,0.003485799999907613
sequential-number-partitioning,3,10,16,9,1236.0,0.003642300000137766
sequential-number-partitioning,3,12,8,0,2.0,0.008452800000668503
sequential-number-partitioning,3,12,8,1,2.0,0.016652099999191705
sequential-number-partitioning,3,12,8,2,2.0,0.013397400000030757
sequential-number-partitioning,3,12,8,3,2.0,0.014422100000956561
sequential-number-partitioning,3,12,8,4,1.0,0.004656900000554742
sequential-number-partitioning,3,12,8,5,2.0,0.013693999999304651
sequential-number-partitioning,3,12,8,6,2.0,0.0052639000005001435
sequential-number-partitioning,3,12,8,7,5.0,0.01942109999981767
sequential-number-partitioning,3,12,8,8,9.0,0.024273200000607176
sequential-number-partitioning,3,12,8,9,1.0,0.010994399999617599
sequential-number-partitioning,3,12,10,0,1.0,0.1007540999999037
sequential-number-partitioning,3,12,10,1,10.0,0.016098199999760254
sequential-number-partitioning,3,12,10,2,13.0,0.013132199999745353
sequential-number-partitioning,3,12,10,3,3.0,0.00862049999886949
sequential-number-partitioning,3,12,10,4,8.0,0.015142100000957726
sequential-number-partitioning,3,12,10,5,7.0,0.010151599999517202
sequential-number-partitioning,3,12,10,6,19.0,0.025192999999489984
sequential-number-partitioning,3,12,10,7,10.0,0.012725599999612314
sequential-number-partitioning,3,12,10,8,7.0,0.024043100000199047
sequential-number-partitioning,3,12,10,9,8.0,0.016464099999211612
sequential-number-partitioning,3,12,12,0,24.0,0.011302699998850585
sequential-number-partitioning,3,12,12,1,33.0,0.019667200000185403
sequential-number-partitioning,3,12,12,2,77.0,0.033871499999804655
sequential-number-partitioning,3,12,12,3,19.0,0.023222899999382207
sequential-number-partitioning,3,12,12,4,86.0,0.027598000000580214
sequential-number-partitioning,3,12,12,5,40.0,0.022117700000308105
sequential-number-partitioning,3,12,12,6,30.0,0.014343400000143447
sequential-number-partitioning,3,12,12,7,35.0,0.02678329999980633
sequential-number-partitioning,3,12,12,8,49.0,0.012418000000252505
sequential-number-partitioning,3,12,12,9,18.0,0.013419799999610404
sequential-number-partitioning,3,12,16,0,1133.0,0.012500799999543233
sequential-number-partitioning,3,12,16,1,680.0,0.01494250000177999
sequential-number-partitioning,3,12,16,2,1521.0,0.02561539999987872
sequential-number-partitioning,3,12,16,3,700.0,0.014255199999752222
sequential-number-partitioning,3,12,16,4,711.0,0.012164100000518374
sequential-number-partitioning,3,12,16,5,448.0,0.014742699999260367
sequential-number-partitioning,3,12,16,6,345.0,0.01166179999927408
sequential-number-partitioning,3,12,16,7,981.0,0.013209000000642845
sequential-number-partitioning,3,12,16,8,1582.0,0.03382179999971413
sequential-number-partitioning,3,12,16,9,1057.0,0.020999899999878835
sequential-number-partitioning,3,14,8,0,1.0,0.052980700000262004
sequential-number-partitioning,3,14,8,1,0.0,0.05500410000058764
sequential-number-partitioning,3,14,8,2,1.0,0.07111350000013772
sequential-number-partitioning,3,14,8,3,0.0,0.05288929999915126
sequential-number-partitioning,3,14,8,4,1.0,0.03751899999952002
sequential-number-partitioning,3,14,8,5,1.0,0.05312529999901017
sequential-number-partitioning,3,14,8,6,1.0,0.07946609999999055
sequential-number-partitioning,3,14,8,7,1.0,0.05978099999992992
sequential-number-partitioning,3,14,8,8,1.0,0.05760249999912048
sequential-number-partitioning,3,14,8,9,1.0,0.035853299999871524
sequential-number-partitioning,3,14,10,0,1.0,0.043203400000493275
sequential-number-partitioning,3,14,10,1,5.0,0.04228119999970659
sequential-number-partitioning,3,14,10,2,8.0,0.05606410000109463
sequential-number-partitioning,3,14,10,3,11.0,0.11643550000007963
sequential-number-partitioning,3,14,10,4,2.0,0.03776079999988724
sequential-number-partitioning,3,14,10,5,1.0,0.06498409999949217
sequential-number-partitioning,3,14,10,6,1.0,0.04289280000011786
sequential-number-partitioning,3,14,10,7,6.0,0.06015230000048177
sequential-number-partitioning,3,14,10,8,7.0,0.06208130000050005
sequential-number-partitioning,3,14,10,9,5.0,0.031635999999707565
sequential-number-partitioning,3,14,12,0,7.0,0.04483359999903769
sequential-number-partitioning,3,14,12,1,7.0,0.046598200000516954
sequential-number-partitioning,3,14,12,2,15.0,0.06003989999953774
sequential-number-partitioning,3,14,12,3,20.0,0.061915600001157145
sequential-number-partitioning,3,14,12,4,16.0,0.030216099999961443
sequential-number-partitioning,3,14,12,5,14.0,0.03893670000070415
sequential-number-partitioning,3,14,12,6,35.0,0.08988580000004731
sequential-number-partitioning,3,14,12,7,3.0,0.027930099999139202
sequential-number-partitioning,3,14,12,8,14.0,0.02941099999952712
sequential-number-partitioning,3,14,12,9,29.0,0.05163619999984803
sequential-number-partitioning,3,14,16,0,423.0,0.0799936000003072
sequential-number-partitioning,3,14,16,1,118.0,0.03604810000069847
sequential-number-partitioning,3,14,16,2,152.0,0.049305200000162586
sequential-number-partitioning,3,14,16,3,215.0,0.08000539999920875
sequential-number-partitioning,3,14,16,4,318.0,0.03881569999975909
sequential-number-partitioning,3,14,16,5,32.0,0.05083139999987907
sequential-number-partitioning,3,14,16,6,256.0,0.04218129999935627
sequential-number-partitioning,3,14,16,7,200.0,0.06744549999893934
sequential-number-partitioning,3,14,16,8,112.0,0.037321100000554
sequential-number-partitioning,3,14,16,9,164.0,0.036419100000784965
sequential-number-partitioning,3,16,8,0,1.0,0.239138400000229
sequential-number-partitioning,3,16,8,1,0.0,0.184535300000789
sequential-number-partitioning,3,16,8,2,1.0,0.1936597999992955
sequential-number-partitioning,3,16,8,3,1.0,0.3488448000007338
sequential-number-partitioning,3,16,8,4,1.0,0.3708022000009805
sequential-number-partitioning,3,16,8,5,0.0,0.00029519999952754006
sequential-number-partitioning,3,16,8,6,0.0,0.11537870000029216
sequential-number-partitioning,3,16,8,7,1.0,0.13793009999972128
sequential-number-partitioning,3,16,8,8,0.0,0.13817829999970854
sequential-number-partitioning,3,16,8,9,0.0,0.20254789999853529
sequential-number-partitioning,3,16,10,0,2.0,0.12665319999905478
sequential-number-partitioning,3,16,10,1,1.0,0.1484338000009302
sequential-number-partitioning,3,16,10,2,2.0,0.2792323999983637
sequential-number-partitioning,3,16,10,3,2.0,0.2742913000001863
sequential-number-partitioning,3,16,10,4,3.0,0.28438919999825885
sequential-number-partitioning,3,16,10,5,1.0,0.16294919999927515
sequential-number-partitioning,3,16,10,6,1.0,0.20325400000001537
sequential-number-partitioning,3,16,10,7,3.0,0.17120799999975134
sequential-number-partitioning,3,16,10,8,2.0,0.11813849999998638
sequential-number-partitioning,3,16,10,9,3.0,0.2242102000000159
sequential-number-partitioning,3,16,12,0,1.0,0.11731429999963439
sequential-number-partitioning,3,16,12,1,10.0,0.20438590000048862
sequential-number-partitioning,3,16,12,2,3.0,0.14564700000119046
sequential-number-partitioning,3,16,12,3,6.0,0.2257990999987669
sequential-number-partitioning,3,16,12,4,2.0,0.08340909999969881
sequential-number-partitioning,3,16,12,5,6.0,0.10081469999931869
sequential-number-partitioning,3,16,12,6,5.0,0.11126080000030925
sequential-number-partitioning,3,16,12,7,5.0,0.10202329999992799
sequential-number-partitioning,3,16,12,8,6.0,0.12068270000054326
sequential-number-partitioning,3,16,12,9,10.0,0.18563759999960894
sequential-number-partitioning,3,16,16,0,150.0,0.19094249999943713
sequential-number-partitioning,3,16,16,1,106.0,0.20243499999924097
sequential-number-partitioning,3,16,16,2,82.0,0.06908860000112327
sequential-number-partitioning,3,16,16,3,123.0,0.15986480000174197
sequential-number-partitioning,3,16,16,4,22.0,0.043140600000697304
sequential-number-partitioning,3,16,16,5,58.0,0.21644360000027518
sequential-number-partitioning,3,16,16,6,60.0,0.24208810000163794
sequential-number-partitioning,3,16,16,7,93.0,0.24973810000119556
sequential-number-partitioning,3,16,16,8,55.0,0.13993719999962195
sequential-number-partitioning,3,16,16,9,111.0,0.10343900000043504
sequential-number-partitioning,3,18,8,0,1.0,0.6312848000015947
sequential-number-partitioning,3,18,8,1,0.0,0.9789254999996047
sequential-number-partitioning,3,18,8,2,1.0,3.2519081000009464
sequential-number-partitioning,3,18,8,3,1.0,0.9477009000001999
sequential-number-partitioning,3,18,8,4,0.0,0.7264237000017602
sequential-number-partitioning,3,18,8,5,0.0,0.9667681000009907
sequential-number-partitioning,3,18,8,6,0.0,0.7235056000008626
sequential-number-partitioning,3,18,8,7,1.0,2.3176485000003595
sequential-number-partitioning,3,18,8,8,0.0,0.812137700000676
sequential-number-partitioning,3,18,8,9,1.0,0.6622048999997787
sequential-number-partitioning,3,18,10,0,0.0,0.515936399999191
sequential-number-partitioning,3,18,10,1,1.0,0.4275916000005964
sequential-number-partitioning,3,18,10,2,0.0,0.7193975999998656
sequential-number-partitioning,3,18,10,3,2.0,1.0392228000000614
sequential-number-partitioning,3,18,10,4,1.0,0.5659707000013441
sequential-number-partitioning,3,18,10,5,1.0,1.06421649999902
sequential-number-partitioning,3,18,10,6,0.0,0.4648797999998351
sequential-number-partitioning,3,18,10,7,0.0,0.7130945999997493
sequential-number-partitioning,3,18,10,8,1.0,0.5648891999990155
sequential-number-partitioning,3,18,10,9,1.0,0.5583150000002206
sequential-number-partitioning,3,18,12,0,1.0,0.37076390000038373
sequential-number-partitioning,3,18,12,1,1.0,0.2806986000014149
sequential-number-partitioning,3,18,12,2,2.0,0.24346409999998286
sequential-number-partitioning,3,18,12,3,1.0,0.5138567000012699
sequential-number-partitioning,3,18,12,4,3.0,0.37807319999956235
sequential-number-partitioning,3,18,12,5,1.0,0.45668490000025486
sequential-number-partitioning,3,18,12,6,1.0,0.6274604999998701
sequential-number-partitioning,3,18,12,7,1.0,0.43510760000026494
sequential-number-partitioning,3,18,12,8,2.0,0.2890162000003329
sequential-number-partitioning,3,18,12,9,4.0,0.6248016999998072
sequential-number-partitioning,3,18,16,0,37.0,0.5025031999994098
sequential-number-partitioning,3,18,16,1,23.0,0.3990425000010873
sequential-number-partitioning,3,18,16,2,14.0,0.6804843999998411
sequential-number-partitioning,3,18,16,3,4.0,0.3251546999999846
sequential-number-partitioning,3,18,16,4,48.0,0.6154019000005064
sequential-number-partitioning,3,18,16,5,16.0,0.26567769999928714
sequential-number-partitioning,3,18,16,6,50.0,0.46041760000116483
sequential-number-partitioning,3,18,16,7,7.0,0.5294608000003791
sequential-number-partitioning,3,18,16,8,24.0,0.30927690000135044
sequential-number-partitioning,3,18,16,9,10.0,0.36394149999978254
sequential-number-partitioning,3,20,8,0,1.0,3.5718458000010287
sequential-number-partitioning,3,20,8,1,1.0,2.523671099999774
sequential-number-partitioning,3,20,8,2,0.0,3.4374573999994027
sequential-number-partitioning,3,20,8,3,1.0,2.86155140000119
sequential-number-partitioning,3,20,8,4,1.0,4.192105200001606
sequential-number-partitioning,3,20,8,5,0.0,0.00021809999998367857
sequential-number-partitioning,3,20,8,6,0.0,1.8837086999992607
sequential-number-partitioning,3,20,8,7,1.0,24.82326009999997
sequential-number-partitioning,3,20,8,8,1.0,3.5730746000008367
sequential-number-partitioning,3,20,8,9,1.0,2.618772899999385
sequential-number-partitioning,3,20,10,0,1.0,3.6125849000000017
sequential-number-partitioning,3,20,10,1,1.0,2.336041499998828
sequential-number-partitioning,3,20,10,2,1.0,2.4210759999987204
sequential-number-partitioning,3,20,10,3,1.0,4.862332400000014
sequential-number-partitioning,3,20,10,4,0.0,2.7170633999994607
sequential-number-partitioning,3,20,10,5,1.0,4.079017300000487
sequential-number-partitioning,3,20,10,6,0.0,3.1500622000003204
sequential-number-partitioning,3,20,10,7,1.0,4.942575699998997
sequential-number-partitioning,3,20,10,8,1.0,4.723208900000827
sequential-number-partitioning,3,20,10,9,0.0,2.179550000000745
sequential-number-partitioning,3,20,12,0,1.0,0.8682996999996249
sequential-number-partitioning,3,20,12,1,1.0,1.5849084999990737
sequential-number-partitioning,3,20,12,2,0.0,1.852760900001158
sequential-number-partitioning,3,20,12,3,0.0,0.8580602000001818
sequential-number-partitioning,3,20,12,4,1.0,1.5348737000003894
sequential-number-partitioning,3,20,12,5,0.0,1.9329980999991676
sequential-number-partitioning,3,20,12,6,1.0,1.5192938999989565
sequential-number-partitioning,3,20,12,7,0.0,1.435612700001002
sequential-number-partitioning,3,20,12,8,0.0,1.5834494000009727
sequential-number-partitioning,3,20,12,9,1.0,1.7464560999997047
sequential-number-partitioning,3,20,16,0,2.0,1.2882315999995626
sequential-number-partitioning,3,20,16,1,1.0,1.9900718000008055
sequential-number-partitioning,3,20,16,2,7.0,1.407332700000552
sequential-number-partitioning,3,20,16,3,3.0,0.8032135000012204
sequential-number-partitioning,3,20,16,4,7.0,1.0688976000001276
sequential-number-partitioning,3,20,16,5,2.0,0.7471129000005021
sequential-number-partitioning,3,20,16,6,10.0,2.7186613000012585
sequential-number-partitioning,3,20,16,7,6.0,0.6090641999999207
sequential-number-partitioning,3,20,16,8,3.0,1.678081399999428
sequential-number-partitioning,3,20,16,9,7.0,1.0953630999993038
sequential-number-partitioning,3,22,8,0,1.0,5.7458661000000575
sequential-number-partitioning,3,22,8,1,1.0,161.14954670000043
sequential-number-partitioning,3,22,10,0,0.0,8.29648029999953
sequential-number-partitioning,3,22,12,0,1.0,9.686631299999135
sequential-number-partitioning,3,22,16,0,3.0,3.7107519999990473
sequential-number-partitioning,3,24,8,0,1.0,24.320451100000355
sequential-number-partitioning,3,24,10,0,0.0,42.18083939999997
sequential-number-partitioning,3,26,8,0,1.0,68.9344301000001
sequential-number-partitioning,4,10,8,0,20.0,0.008391100000153529
sequential-number-partitioning,4,10,8,1,14.0,0.010797799999636482
sequential-number-partitioning,4,10,8,2,21.0,0.009211399999912828
sequential-number-partitioning,4,10,8,3,18.0,0.011261899999226443
sequential-number-partitioning,4,10,8,4,11.0,0.00583089999963704
sequential-number-partitioning,4,10,8,5,24.0,0.04698139999891282
sequential-number-partitioning,4,10,8,6,18.0,0.01083199999993667
sequential-number-partitioning,4,10,8,7,11.0,0.00969489999988582
sequential-number-partitioning,4,10,8,8,24.0,0.006673300000329618
sequential-number-partitioning,4,10,8,9,16.0,0.014622000000599655
sequential-number-partitioning,4,10,10,0,100.0,0.01772069999969972
sequential-number-partitioning,4,10,10,1,102.0,0.012844499999118852
sequential-number-partitioning,4,10,10,2,106.0,0.021387400000094203
sequential-number-partitioning,4,10,10,3,146.0,0.026555300000836723
sequential-number-partitioning,4,10,10,4,26.0,0.0042567000000417465
sequential-number-partitioning,4,10,10,5,35.0,0.007954000000609085
sequential-number-partitioning,4,10,10,6,123.0,0.020711600000140606
sequential-number-partitioning,4,10,10,7,179.0,0.022510099999635713
sequential-number-partitioning,4,10,10,8,100.0,0.02484530000037921
sequential-number-partitioning,4,10,10,9,103.0,0.015086999999766704
sequential-number-partitioning,4,10,12,0,140.0,0.0063681999999971595
sequential-number-partitioning,4,10,12,1,389.0,0.00916270000016084
sequential-number-partitioning,4,10,12,2,267.0,0.01129419999961101
sequential-number-partitioning,4,10,12,3,497.0,0.021098899998833076
sequential-number-partitioning,4,10,12,4,558.0,0.02925169999980426
sequential-number-partitioning,4,10,12,5,359.0,0.012173400000392576
sequential-number-partitioning,4,10,12,6,59.0,0.008671199999298551
sequential-number-partitioning,4,10,12,7,367.0,0.015313500000047497
sequential-number-partitioning,4,10,12,8,346.0,0.009544000000460073
sequential-number-partitioning,4,10,12,9,420.0,0.015388399999210378
sequential-number-partitioning,4,10,16,0,17561.0,0.047263000000384636
sequential-number-partitioning,4,10,16,1,3408.0,0.02907500000037544
sequential-number-partitioning,4,10,16,2,4017.0,0.006386299999576295
sequential-number-partitioning,4,10,16,3,6302.0,0.012377200000628363
sequential-number-partitioning,4,10,16,4,1686.0,0.008180500000889879
sequential-number-partitioning,4,10,16,5,4866.0,0.022782400001233327
sequential-number-partitioning,4,10,16,6,2847.0,0.002628799999001785
sequential-number-partitioning,4,10,16,7,6295.0,0.01251849999971455
sequential-number-partitioning,4,10,16,8,15741.0,0.062283000001116307
sequential-number-partitioning,4,10,16,9,8664.0,0.016184399999474408
sequential-number-partitioning,4,12,8,0,6.0,0.026138500001252396
sequential-number-partitioning,4,12,8,1,9.0,0.05055449999963457
sequential-number-partitioning,4,12,8,2,7.0,0.028943400000571273
sequential-number-partitioning,4,12,8,3,9.0,0.04064660000040021
sequential-number-partitioning,4,12,8,4,6.0,0.011472500000309083
sequential-number-partitioning,4,12,8,5,10.0,0.07741970000097353
sequential-number-partitioning,4,12,8,6,7.0,0.01450219999969704
sequential-number-partitioning,4,12,8,7,20.0,0.12561139999888837
sequential-number-partitioning,4,12,8,8,13.0,0.017292900000029476
sequential-number-partitioning,4,12,8,9,8.0,0.01626909999868076
sequential-number-partitioning,4,12,10,0,33.0,0.02882569999928819
sequential-number-partitioning,4,12,10,1,25.0,0.04674979999981588
sequential-number-partitioning,4,12,10,2,33.0,0.03797200000008161
sequential-number-partitioning,4,12,10,3,74.0,0.07615360000090732
sequential-number-partitioning,4,12,10,4,50.0,0.01820860000043467
sequential-number-partitioning,4,12,10,5,49.0,0.031197399999655318
sequential-number-partitioning,4,12,10,6,47.0,0.03127210000093328
sequential-number-partitioning,4,12,10,7,51.0,0.08455159999903117
sequential-number-partitioning,4,12,10,8,7.0,0.011275599999862607
sequential-number-partitioning,4,12,10,9,34.0,0.01358799999979965
sequential-number-partitioning,4,12,12,0,77.0,0.009944900000846246
sequential-number-partitioning,4,12,12,1,50.0,0.021215299999312265
sequential-number-partitioning,4,12,12,2,183.0,0.0464776000007987
sequential-number-partitioning,4,12,12,3,353.0,0.26881759999923815
sequential-number-partitioning,4,12,12,4,142.0,0.02896080000027723
sequential-number-partitioning,4,12,12,5,83.0,0.015368800000942429
sequential-number-partitioning,4,12,12,6,40.0,0.017034800001056283
sequential-number-partitioning,4,12,12,7,96.0,0.050894999998490675
sequential-number-partitioning,4,12,12,8,649.0,0.25766440000006696
sequential-number-partitioning,4,12,12,9,86.0,0.013525300000765128
sequential-number-partitioning,4,12,16,0,1970.0,0.04846879999968223
sequential-number-partitioning,4,12,16,1,8003.0,0.17918079999981273
sequential-number-partitioning,4,12,16,2,3744.0,0.04001609999977518
sequential-number-partitioning,4,12,16,3,6786.0,0.06936729999870295
sequential-number-partitioning,4,12,16,4,849.0,0.010715200000049663
sequential-number-partitioning,4,12,16,5,13118.0,0.030245300000387942
sequential-number-partitioning,4,12,16,6,854.0,0.018122400000720518
sequential-number-partitioning,4,12,16,7,2781.0,0.03098170000157552
sequential-number-partitioning,4,12,16,8,2424.0,0.02226159999918309
sequential-number-partitioning,4,12,16,9,3577.0,0.05526620000091498
sequential-number-partitioning,4,14,8,0,2.0,0.028708699999697274
sequential-number-partitioning,4,14,8,1,2.0,0.03897049999977753
sequential-number-partitioning,4,14,8,2,4.0,0.08931950000078359
sequential-number-partitioning,4,14,8,3,3.0,0.0792449000000488
sequential-number-partitioning,4,14,8,4,2.0,0.10941079999975045
sequential-number-partitioning,4,14,8,5,9.0,0.15417510000042967
sequential-number-partitioning,4,14,8,6,2.0,0.08686359999956039
sequential-number-partitioning,4,14,8,7,2.0,0.040447899998980574
sequential-number-partitioning,4,14,8,8,9.0,0.20958369999971183
sequential-number-partitioning,4,14,8,9,3.0,0.06278949999978067
sequential-number-partitioning,4,14,10,0,28.0,0.12455910000062431
sequential-number-partitioning,4,14,10,1,4.0,0.03185300000041025
sequential-number-partitioning,4,14,10,2,11.0,0.05442839999886928
sequential-number-partitioning,4,14,10,3,9.0,0.0965593999990233
sequential-number-partitioning,4,14,10,4,12.0,0.042934899998726905
sequential-number-partitioning,4,14,10,5,12.0,0.08429500000056578
sequential-number-partitioning,4,14,10,6,16.0,0.10047210000084306
sequential-number-partitioning,4,14,10,7,9.0,0.09708219999993162
sequential-number-partitioning,4,14,10,8,10.0,0.05635140000049432
sequential-number-partitioning,4,14,10,9,18.0,0.150438500000746
