numitems,bitsperitem,instance_id,objective,use_lower_bound,diff,runtime
15,32,7,minimize-largest-sum,True,301317.0,0.0300091000000009
15,48,9,minimize-largest-sum,True,79989553599.0,0.02971340000000211
15,32,1,minimize-largest-sum,True,781949.0,0.0291333999999992
15,16,6,minimize-largest-sum,True,12.0,0.028600799999999538
15,32,8,minimize-largest-sum,True,597045.0,0.027896700000001218
15,48,8,minimize-largest-sum,True,19588578102.0,0.027806900000001633
15,32,6,maximize-smallest-sum,True,775929.0,0.02748440000000052
15,16,8,maximize-smallest-sum,True,6.0,0.027390400000000703
15,16,9,minimize-largest-sum,True,7.0,0.027352800000000066
15,48,2,minimize-largest-sum,False,11082570462.0,0.027266099999998517
15,32,6,minimize-largest-sum,False,710007.0,0.02680300000000102
10,32,1,maximize-smallest-sum,False,46197.0,0.0255080999999999
15,16,0,minimize-largest-sum,True,11.0,0.025400199999999984
10,16,1,maximize-smallest-sum,False,1189.0,0.0253035999999999
10,16,4,maximize-smallest-sum,False,176.0,0.0250237999999999
15,16,7,minimize-largest-sum,True,5.0,0.024719900000000017
15,32,5,minimize-largest-sum,False,499984.0,0.02429889999999979
15,48,4,minimize-largest-sum,True,33089708406.0,0.02397589999999994
10,32,7,maximize-smallest-sum,False,19665113.0,0.0222754
15,32,3,minimize-largest-sum,True,379572.0,0.022241499999999803
15,48,6,maximize-smallest-sum,True,27117636140.0,0.022007500000000846
10,32,8,maximize-smallest-sum,False,6782182.0,0.0216832
15,48,7,minimize-largest-sum,True,75109077409.0,0.020848499999999603
15,16,2,minimize-largest-sum,True,12.0,0.019413299999999634
15,16,1,minimize-largest-sum,True,7.0,0.019308000000000103
15,48,9,maximize-smallest-sum,True,14145495987.0,0.01895190000000113
15,16,5,minimize-largest-sum,True,12.0,0.018565300000000562
15,48,7,maximize-smallest-sum,True,122891565649.0,0.018511600000000072
10,32,6,maximize-smallest-sum,False,72421351.0,0.0184101
10,48,6,maximize-smallest-sum,False,1469033472127.0,0.01827829999999997
15,32,0,minimize-largest-sum,True,5439.0,0.018123600000000017
15,48,6,minimize-largest-sum,True,28041531045.0,0.017640300000000053
10,16,5,maximize-smallest-sum,False,662.0,0.0171787000000001
10,48,7,maximize-smallest-sum,False,3931949483326.0,0.016482600000000014
15,16,8,minimize-largest-sum,True,4.0,0.016473699999999702
10,32,5,maximize-smallest-sum,False,44450508.0,0.0164196
15,48,3,minimize-largest-sum,True,23909199329.0,0.01594599999999957
10,16,2,maximize-smallest-sum,False,192.0,0.0158257
10,48,5,maximize-smallest-sum,False,6680954648680.0,0.01572169999999984
10,32,2,maximize-smallest-sum,False,25472326.0,0.0156898999999999
10,48,1,maximize-smallest-sum,False,479007107202.0,0.0155322999999998
15,16,5,maximize-smallest-sum,True,5.0,0.015526999999999624
15,16,2,maximize-smallest-sum,True,8.0,0.015372199999999836
10,48,9,maximize-smallest-sum,False,395353317275.0,0.015089600000000036
10,32,3,maximize-smallest-sum,False,27286711.0,0.0148867999999999
